name,seifert_matrix,det_seifert_matrix,laplacian,det_laplacian,alexander_polynomial
Name,Seifert Matrix,Error,Laplacian,Laplacian Determinant,Alexander
8_6,"[[ 1, 0, 0, 0], [ 0, -1, 0, -1], [ 1, -1, -2, -1], [ 0, 0, 0, -1]]",-2,,,2-6*t+7*t^2-6*t^3+2*t^4
8_7,"[[ -1, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 1, 0], [ -1, 0, -1, 0, 0, 0], [ -1, 1, -1, 1, 1, 1], [ 0, 0, 0, 0, 1, 0], [ 0, 1, 0, 0, 1, 1]]",1,,,1-3*t+5*t^2-5*t^3+5*t^4-3*t^5+t^6
8_8,"[[ -1, 0, 0, 0], [ -1, -1, 0, 0], [ 0, 0, 1, 0], [ 1, 1, -1, 2]]",2,,,2-6*t+9*t^2-6*t^3+2*t^4
8_9,"[[ 1, 0, 0, 0, 0, 0], [ 1, 1, 0, 0, 1, 0], [ -1, -1, -1, -1, -1, -1], [ -1, -1, 0, -1, -1, 0], [ 1, 0, 0, 0, 1, 0], [ -1, -1, 0, -1, -1, -1]]",-1,,,1-3*t+5*t^2-7*t^3+5*t^4-3*t^5+t^6
8_10,"[[ -1, 0, 0, 0, 0, 0], [ -1, -1, 0, 0, 0, 0], [ -1, -1, 1, 0, 1, 0], [ -1, -1, 1, 1, 1, 1], [ 0, 0, 0, 0, 1, 0], [ -1, -1, 1, 0, 1, 1]]",1,,,1-3*t+6*t^2-7*t^3+6*t^4-3*t^5+t^6
8_11,"[[ 1, 0, 0, 0], [ -1, -1, 1, -1], [ 1, 0, -2, 1], [ -1, 0, 0, -1]]",-2,,,2-7*t+9*t^2-7*t^3+2*t^4
8_12,"[[ -1, -1, 0, 0], [ 0, 1, 0, 0], [ -1, 0, 1, -1], [ 0, 0, 0, -1]]",1,,,1-7*t+13*t^2-7*t^3+t^4
8_13,"[[ -1, 0, 0, 0], [ 0, 2, 0, 0], [ -1, 0, -1, 0], [ -1, -1, -1, 1]]",2,,,2-7*t+11*t^2-7*t^3+2*t^4
8_14,"[[ 1, 0, 0, 0], [ -1, -1, 0, 1], [ 0, 0, -1, -1], [ 1, 0, 0, -2]]",-2,,,2-8*t+11*t^2-8*t^3+2*t^4
8_15,"[[ -1, -1, -1, -1], [ 0, -2, -1, -2], [ 0, -1, -2, -1], [ 0, -1, -1, -2]]",3,,,3-8*t+11*t^2-8*t^3+3*t^4
8_16,"[[ 1, 0, 0, 0, -1, 0], [ 0, -1, 0, 0, 0, 0], [ 1, 0, 1, 0, -1, 0], [ 1, -1, 1, 1, -1, 1], [ 0, -1, 0, 0, -1, 0], [ 1, -1, 1, 0, -1, 1]]",1,,,1-4*t+8*t^2-9*t^3+8*t^4-4*t^5+t^6
8_17,"[[ 1, 0, 0, 0, 0, 0], [ 1, 1, 0, 1, 0, 0], [ -1, -1, -1, -1, -1, -1], [ 1, 0, 0, 1, 0, 0], [ 0, -1, 0, 0, -1, 0], [ 0, -1, 0, 0, -1, -1]]",-1,,,1-4*t+8*t^2-11*t^3+8*t^4-4*t^5+t^6
8_18,"[[ 1, 0, 0, 0, -1, 0], [ 0, -1, 0, 0, 0, 0], [ 0, -1, -1, 0, 0, 0], [ 1, -1, -1, 1, -1, 1], [ 0, -1, -1, 0, -1, 0], [ 1, 0, -1, 0, -1, 1]]",-1,,,1-5*t+10*t^2-13*t^3+10*t^4-5*t^5+t^6
8_19,"[[ -1, 0, 0, 0, 0, 0], [ -1, -1, 0, 0, 0, 0], [ -1, -1, -1, -1, 0, -1], [ -1, -1, 0, -1, 0, 0], [ 0, 0, -1, -1, -1, -1], [ -1, -1, 0, -1, 0, -1]]",1,,,1-t+t^3-t^5+t^6
8_20,"[[ -1, -1, -1, -1], [ 0, 0, -1, -1], [ 0, -1, 0, -1], [ 0, 0, -1, 0]]",1,,,1-2*t+3*t^2-2*t^3+t^4
8_21,"[[ -1, -1, -1, -1], [ 0, -2, -1, -2], [ 0, -1, 0, -1], [ 0, -1, -1, -2]]",-1,,,1-4*t+5*t^2-4*t^3+t^4
9_1,"[[ -1, -1, -1, -1, 0, -1, -1, -1], [ 0, -1, -1, -1, 0, 0, -1, -1], [ 0, 0, -1, -1, 0, 0, 0, -1], [ 0, 0, 0, -1, 0, 0, 0, 0], [ -1, -1, -1, -1, -1, -1, -1, -1], [ 0, -1, -1, -1, 0, -1, -1, -1], [ 0, 0, -1, -1, 0, 0, -1, -1], [ 0, 0, 0, -1, 0, 0, 0, -1]]",1,,,1-t+t^2-t^3+t^4-t^5+t^6-t^7+t^8
9_2,"[[ -1, -1], [ 0, -4]]",4,,,4-7*t+4*t^2
9_3,"[[ -1, -1, -1, -1, -1, -1], [ 0, -1, -1, 0, -1, -1], [ 0, 0, -1, 0, 0, -1], [ 0, -1, -1, -1, -1, -1], [ 0, 0, -1, 0, -1, -1], [ 0, 0, 0, 0, 0, -2]]",2,,,2-3*t+3*t^2-3*t^3+3*t^4-3*t^5+2*t^6
9_4,"[[ -1, -1, 1, -1], [ 0, -1, 1, 0], [ 0, 0, -3, 0], [ 0, -1, 1, -1]]",3,,,3-5*t+5*t^2-5*t^3+3*t^4
9_5,"[[ -3, 1], [ 0, -2]]",6,,,6-11*t+6*t^2
9_6,"[[ -1, 0, 0, -1, 0, 0], [ 0, -1, -1, -1, 0, -1], [ 0, 0, -1, -1, 0, 0], [ 0, 0, 0, -2, 0, 0], [ 0, -1, -1, -1, -1, -1], [ 0, 0, -1, -1, 0, -1]]",2,,,2-4*t+5*t^2-5*t^3+5*t^4-4*t^5+2*t^6
9_7,"[[ -1, 0, 1, 0], [ 0, -1, 1, 0], [ 0, 0, -3, 0], [ 0, -1, 1, -1]]",3,,,3-7*t+9*t^2-7*t^3+3*t^4
9_8,"[[ -1, 0, 0, 0], [ -1, -1, 0, 0], [ 0, 0, -1, 0], [ 1, 1, 1, 2]]",-2,,,2-8*t+11*t^2-8*t^3+2*t^4
9_9,"[[ -1, -1, 0, -1, -1, 0], [ 0, -1, 0, 0, -1, 0], [ 0, 0, -1, 0, -1, 0], [ 0, -1, 0, -1, -1, 0], [ 0, 0, 0, 0, -2, 0], [ 0, 0, -1, 0, -1, -1]]",2,,,2-4*t+6*t^2-7*t^3+6*t^4-4*t^5+2*t^6
9_10,"[[ -1, 1, -1, -1], [ 0, -2, 1, 1], [ 0, 0, -1, -1], [ 0, 0, 0, -2]]",4,,,4-8*t+9*t^2-8*t^3+4*t^4
9_11,"[[ 1, 0, 0, 0, 1, 0], [ 0, -1, -1, 0, 0, 0], [ 0, 0, 1, 0, 0, 0], [ 1, -1, 0, 1, 1, 1], [ 0, 0, 0, 0, 1, 0], [ 1, 0, 0, 0, 1, 1]]",-1,,,1-5*t+7*t^2-7*t^3+7*t^4-5*t^5+t^6
9_12,"[[ -1, 0, 0, 0], [ 0, -2, 0, 0], [ -1, 0, -1, 0], [ -1, 1, -1, 1]]",-2,,,2-9*t+13*t^2-9*t^3+2*t^4
9_13,"[[ -1, 0, -1, 0], [ 0, -2, 0, 0], [ 0, -1, -2, 0], [ -1, 0, -1, -1]]",4,,,4-9*t+11*t^2-9*t^3+4*t^4
9_14,"[[ 1, 0, 0, 0], [ -1, -1, -1, 0], [ -1, 0, -1, 1], [ 0, 0, 0, 2]]",2,,,2-9*t+15*t^2-9*t^3+2*t^4
9_15,"[[ -1, -1, 0, 0], [ 0, 1, 0, 0], [ 0, 0, 1, 0], [ 1, 0, -1, 2]]",-2,,,2-10*t+15*t^2-10*t^3+2*t^4
9_16,"[[ -1, 0, -1, -1, -1, 0], [ 0, -1, -1, -1, -1, 0], [ 0, 0, -2, -1, -2, 0], [ 0, 0, -2, -2, -2, 0], [ 0, 0, -1, -1, -2, 0], [ 0, -1, -1, -1, -1, -1]]",2,,,2-5*t+8*t^2-9*t^3+8*t^4-5*t^5+2*t^6
9_17,"[[ 1, 0, 0, 0, 0, 0], [ -1, -1, -1, 0, -1, -1], [ -1, 0, -1, 0, 0, -1], [ 0, 0, 0, 1, 0, 0], [ -1, 0, -1, 0, -1, -1], [ -1, 0, 0, -1, 0, -1]]",1,,,1-5*t+9*t^2-9*t^3+9*t^4-5*t^5+t^6
9_18,"[[ -1, 0, 0, -1], [ 0, -2, 1, 1], [ 0, 0, -1, -1], [ 0, 0, 0, -2]]",4,,,4-10*t+13*t^2-10*t^3+4*t^4
9_19,"[[ 1, 0, 0, 0], [ -1, -1, 0, 1], [ 0, 0, 1, 0], [ 1, 0, 1, -2]]",2,,,2-10*t+17*t^2-10*t^3+2*t^4
9_20,"[[ -1, 0, 0, 0, 0, 0], [ 0, -1, 0, 0, -1, 0], [ -1, 0, -1, 0, 0, 0], [ -1, 0, -1, 1, -1, 0], [ 0, 0, 0, 0, -1, 0], [ 0, -1, 0, 0, -1, -1]]",-1,,,1-5*t+9*t^2-11*t^3+9*t^4-5*t^5+t^6
9_21,"[[ 2, 0, 0, 0], [ 0, -1, -1, 0], [ 0, 0, 1, 0], [ -1, -1, 0, 1]]",-2,,,2-11*t+17*t^2-11*t^3+2*t^4
9_22,"[[ 1, 0, 0, 0, 0, 0], [ -1, -1, 0, -1, -1, -1], [ 0, 0, 1, 0, 0, 0], [ -1, 0, -1, -1, -1, -1], [ -1, 0, -1, 0, -1, 0], [ -1, 0, -1, 0, -1, -1]]",1,,,1-5*t+10*t^2-11*t^3+10*t^4-5*t^5+t^6
9_23,"[[ -1, 0, -1, 0], [ 0, -1, 0, -1], [ 0, 0, -2, 0], [ 0, 0, 1, -2]]",4,,,4-11*t+15*t^2-11*t^3+4*t^4
9_24,"[[ -1, 0, 0, 0, 0, 0], [ -1, -1, 0, 0, 0, 0], [ -1, -1, 1, 0, -1, 0], [ -1, -1, 1, 1, -1, 1], [ 0, 0, 0, 0, -1, 0], [ -1, -1, 1, 0, -1, 1]]",-1,,,1-5*t+10*t^2-13*t^3+10*t^4-5*t^5+t^6
9_25,"[[ -1, -1, 0, -1], [ 0, -2, 0, -1], [ 0, 0, 1, -1], [ 0, -1, 0, -2]]",-3,,,3-12*t+17*t^2-12*t^3+3*t^4
9_26,"[[ 1, 0, 0, 0, 0, 0], [ -1, -1, 0, 0, -1, 0], [ 0, 0, 1, 0, 0, 0], [ 0, 0, 1, 1, 0, 1], [ -1, 0, -1, -1, -1, -1], [ 0, 0, 1, 0, 0, 1]]",1,,,1-5*t+11*t^2-13*t^3+11*t^4-5*t^5+t^6
9_27,"[[ -1, 0, 0, 0, 0, 0], [ 0, -1, 0, 0, -1, 0], [ -1, 0, -1, 0, 0, 0], [ -1, 0, -1, 1, 1, 1], [ 0, 0, 0, 0, 1, 0], [ 0, 0, 0, 0, 1, 1]]",-1,,,1-5*t+11*t^2-15*t^3+11*t^4-5*t^5+t^6
9_28,"[[ -1, 0, 0, 0, 0, 0], [ -1, -1, 0, 0, 0, 0], [ -1, -1, 1, 1, 1, 0], [ 0, 0, 0, 1, 0, 0], [ 0, 0, 0, 0, -1, 0], [ 0, 0, 0, 0, -1, -1]]",1,,,1-5*t+12*t^2-15*t^3+12*t^4-5*t^5+t^6
9_29,"[[ 1, 0, 0, 1, 1, 1], [ -1, -1, 0, 0, -1, 0], [ 0, 0, -1, 0, 0, 0], [ 0, 0, -1, 1, 0, 0], [ 0, 0, -1, 1, 1, 1], [ 0, 0, -1, 1, 0, 1]]",1,,,1-5*t+12*t^2-15*t^3+12*t^4-5*t^5+t^6
9_30,"[[ -1, -1, -1, -1, 0, 0], [ 0, -1, -1, 0, 0, 0], [ 0, 0, 1, 0, 0, 0], [ 0, -1, -1, -1, 0, 0], [ 0, -1, 0, -1, 1, 1], [ 0, 0, 0, 0, 0, 1]]",-1,,,1-5*t+12*t^2-17*t^3+12*t^4-5*t^5+t^6
9_31,"[[ -1, 0, 0, 0, 0, 0], [ 0, -1, 0, 0, -1, 0], [ -1, 0, -1, 0, 0, 0], [ -1, 0, -1, 1, 0, 1], [ 0, 0, 0, 0, -1, 0], [ 0, 1, 0, 0, 1, 1]]",1,,,1-5*t+13*t^2-17*t^3+13*t^4-5*t^5+t^6
9_32,"[[ 1, 0, 0, 0, 0, 0], [ -1, -1, -1, 0, -1, -1], [ 0, 0, 1, 1, 0, 1], [ 0, 0, 0, 1, 0, 0], [ -1, 0, -1, 0, -1, 0], [ 0, 0, 0, 1, 0, 1]]",1,,,1-6*t+14*t^2-17*t^3+14*t^4-6*t^5+t^6
9_33,"[[ -1, -1, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 0], [ -1, -1, -1, 0, 0, 0], [ -1, 0, -1, 1, -1, 1], [ -1, -1, -1, 0, -1, 0], [ 0, 0, -1, 0, -1, 1]]",-1,,,1-6*t+14*t^2-19*t^3+14*t^4-6*t^5+t^6
9_34,"[[ -1, 0, -1, -1, 0, 0], [ -1, -1, -1, -1, 0, 0], [ 0, 0, -1, -1, -1, 0], [ 0, 0, 0, 1, 0, 0], [ 0, 0, 0, 1, 1, 0], [ -1, 0, -1, 0, 0, 1]]",-1,,,1-6*t+16*t^2-23*t^3+16*t^4-6*t^5+t^6
9_35,"[[ -3, -1], [ -2, -3]]",7,,,7-13*t+7*t^2
9_36,"[[ -1, -1, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 0], [ -1, 0, 1, 0, 1, 0], [ -1, 0, 1, 1, 1, 1], [ 0, 0, 0, 0, 1, 0], [ -1, 0, 1, 0, 1, 1]]",-1,,,1-5*t+8*t^2-9*t^3+8*t^4-5*t^5+t^6
9_37,"[[ 1, 0, 0, 0], [ 0, 1, 0, 0], [ 1, 0, -2, 1], [ -1, -1, 0, -1]]",2,,,2-11*t+19*t^2-11*t^3+2*t^4
9_38,"[[ -2, 1, 0, 1], [ 0, -2, -1, -2], [ -1, -1, -2, -1], [ 0, -1, -1, -2]]",5,,,5-14*t+19*t^2-14*t^3+5*t^4
9_39,"[[ -1, 0, -1, 1], [ 0, 2, 1, 1], [ 0, 0, 1, 0], [ 0, 1, 0, 2]]",-3,,,3-14*t+21*t^2-14*t^3+3*t^4
9_40,"[[ 1, 0, 0, 0, -1, 1], [ -1, -1, 0, -1, 0, -1], [ 0, 0, -1, 0, -1, 0], [ -1, 0, 0, -1, 0, 0], [ 0, 0, 0, 0, -1, 0], [ 0, 0, -1, 0, -1, 1]]",1,,,1-7*t+18*t^2-23*t^3+18*t^4-7*t^5+t^6
9_41,"[[ -1, 1, -1, 1], [ 0, 2, 0, 1], [ 0, 0, -1, 1], [ 0, 1, 0, 2]]",3,,,3-12*t+19*t^2-12*t^3+3*t^4
9_42,"[[ 1, 0, 0, 0, 0, 0], [ -1, -1, 0, -1, -1, -1], [ 0, 0, -1, 0, 0, 0], [ -1, 0, -1, 0, -1, -1], [ -1, 0, -1, 0, 0, 0], [ -1, 0, -1, 0, -1, 0]]",0,,,1-2*t+t^2-2*t^3+t^4
9_43,"[[ -1, -1, -1, -1, 0, 0], [ 0, -1, -1, 0, 0, 0], [ 0, 0, 1, 0, 0, 0], [ 0, -1, -1, -1, 0, 0], [ 0, -1, 0, -1, -1, 0], [ 0, 0, 0, 0, -1, -1]]",-1,,,1-3*t+2*t^2-t^3+2*t^4-3*t^5+t^6
9_44,"[[ -1, -1, -1, -1, 0, 0], [ 0, 0, -1, 0, 0, 0], [ 0, 0, 1, 0, 0, 0], [ 0, -1, -1, 0, 0, 0], [ 0, -1, 0, -1, -1, 0], [ 0, 0, 0, 0, -1, -1]]",0,,,1-4*t+7*t^2-4*t^3+t^4
9_45,"[[ -1, -1, -1, -1, 0, 0], [ 0, 0, -1, 0, 0, 0], [ 0, 0, 1, 0, 0, 0], [ 0, -1, -1, 0, 0, 0], [ 0, -1, 0, -1, 1, 1], [ 0, 0, 0, 0, 0, 1]]",0,,,1-6*t+9*t^2-6*t^3+t^4
9_46,"[[ 1, 0, 0, 0], [ 0, -1, 0, 0], [ 1, 0, 1, 1], [ -1, -1, 0, 0]]",0,,,2-5*t+2*t^2
9_47,"[[ -1, 0, -1, -1, 0, 0], [ -1, -1, -1, -1, 0, 0], [ 0, 0, -1, -1, -1, 0], [ 0, 0, 0, 1, 0, 0], [ 0, 0, 0, 1, 1, 0], [ -1, 0, -1, 0, 0, -1]]",1,,,1-4*t+6*t^2-5*t^3+6*t^4-4*t^5+t^6
9_48,"[[ 1, 0, 0, 0], [ 0, 1, 0, 0], [ 1, 0, 1, 1], [ -1, -1, 0, -1]]",-1,,,1-7*t+11*t^2-7*t^3+t^4
9_49,"[[ -1, 1, -1, 1], [ 0, -2, 0, -1], [ 0, 0, -1, 1], [ 0, -1, 0, -2]]",3,,,3-6*t+7*t^2-6*t^3+3*t^4
10_1,"[[ 1, 0], [ 1, -4]]",-4,,,4-9*t+4*t^2
10_2,"[[ 1, 0, 0, 0, 0, 0, 0, 0], [ -1, -1, -1, -1, -1, -1, -1, -1], [ -1, 0, -1, -1, -1, 0, -1, -1], [ -1, 0, 0, -1, -1, 0, 0, -1], [ -1, 0, 0, 0, -1, 0, 0, 0], [ -1, 0, -1, -1, -1, -1, -1, -1], [ -1, 0, 0, -1, -1, 0, -1, -1], [ -1, 0, 0, 0, -1, 0, 0, -1]]",-1,,,1-3*t+3*t^2-3*t^3+3*t^4-3*t^5+3*t^6-3*t^7+t^8
10_3,"[[ -3, 1], [ 0, 2]]",-6,,,6-13*t+6*t^2
10_4,"[[ 1, 0, 0, 0], [ 1, 1, 0, 1], [ -1, -1, -3, -1], [ 1, 0, 0, 1]]",-3,,,3-7*t+7*t^2-7*t^3+3*t^4
10_5,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 0], [ 0, 1, 1, 0, 0, 1, 1, 0], [ -1, 0, 0, -1, 0, 0, 0, 0], [ -1, 1, 1, -1, 1, 1, 1, 1], [ 0, 0, 0, 0, 0, 1, 0, 0], [ 0, 1, 0, 0, 0, 1, 1, 0], [ 0, 1, 1, 0, 0, 1, 1, 1]]",1,,,1-3*t+5*t^2-5*t^3+5*t^4-5*t^5+5*t^6-3*t^7+t^8
10_6,"[[ 1, 0, 0, 0, 0, 0], [ 0, -1, -1, 0, -1, -1], [ 0, 0, -1, 0, 0, -1], [ 1, -1, -1, -2, -1, -1], [ 0, 0, -1, 0, -1, -1], [ 0, 0, 0, 0, 0, -1]]",-2,,,2-6*t+7*t^2-7*t^3+7*t^4-6*t^5+2*t^6
10_7,"[[ 1, 0, 0, 0], [ -1, -1, -1, -1], [ -1, 0, -1, 0], [ -1, 0, -1, -3]]",-3,,,3-11*t+15*t^2-11*t^3+3*t^4
10_8,"[[ -1, -1, -1, 1, -1, -1], [ 0, -1, -1, 1, 0, -1], [ 0, 0, -1, 1, 0, 0], [ 0, 0, 0, 2, 0, 0], [ 0, -1, -1, 1, -1, -1], [ 0, 0, -1, 1, 0, -1]]",-2,,,2-5*t+5*t^2-5*t^3+5*t^4-5*t^5+2*t^6
10_9,"[[ 1, 0, 0, 0, 0, 0, 0, 0], [ 1, 1, 0, 0, 0, 1, 0, 0], [ -1, -1, -1, -1, -1, -1, -1, -1], [ -1, -1, 0, -1, -1, -1, 0, -1], [ -1, -1, 0, 0, -1, -1, 0, 0], [ 1, 0, 0, 0, 0, 1, 0, 0], [ -1, -1, 0, -1, -1, -1, -1, -1], [ -1, -1, 0, 0, -1, -1, 0, -1]]",-1,,,1-3*t+5*t^2-7*t^3+7*t^4-7*t^5+5*t^6-3*t^7+t^8
10_10,"[[ -1, 0, 0, 0], [ -1, -1, 0, 0], [ -1, -1, 1, 1], [ 0, 0, 0, 3]]",3,,,3-11*t+17*t^2-11*t^3+3*t^4
10_11,"[[ -1, 0, 0, -1], [ 0, 2, 0, 0], [ -1, -1, -2, -1], [ 0, 0, 0, -1]]",-4,,,4-11*t+13*t^2-11*t^3+4*t^4
10_12,"[[ -1, 0, 0, 0, 0, 0], [ 0, 1, 0, 1, 0, 0], [ -1, 0, -1, 0, 0, 0], [ 0, 0, 0, 1, 0, 0], [ 0, 1, 0, 1, 1, 0], [ 1, -1, 1, -1, -1, 2]]",2,,,2-6*t+10*t^2-11*t^3+10*t^4-6*t^5+2*t^6
10_13,"[[ -2, 0, 0, 0], [ 0, -1, -1, 0], [ 0, 0, 1, 0], [ 1, -1, 0, 1]]",2,,,2-13*t+23*t^2-13*t^3+2*t^4
10_14,"[[ 1, 0, 0, 0, 0, 0], [ -1, -1, 0, 0, 0, 1], [ 0, 0, -1, -1, -1, -1], [ 0, 0, 0, -1, 0, -1], [ 0, 0, 0, -1, -1, -1], [ 1, 0, 0, 0, 0, -2]]",-2,,,2-8*t+12*t^2-13*t^3+12*t^4-8*t^5+2*t^6
10_15,"[[ -1, 0, -1, 0, 0, 0], [ 0, 1, 0, 0, 1, 0], [ 0, 0, -2, 0, 0, 0], [ 0, 1, 1, 1, 1, 1], [ 0, 0, 0, 0, 1, 0], [ 0, 1, 0, 0, 1, 1]]",2,,,2-6*t+9*t^2-9*t^3+9*t^4-6*t^5+2*t^6
10_16,"[[ -1, 1, -1, 1], [ 0, -2, 1, -1], [ 0, 0, -1, 1], [ 0, 0, 0, 2]]",-4,,,4-12*t+15*t^2-12*t^3+4*t^4
10_17,"[[ -1, -1, 0, 0, -1, 0, 0, 0], [ 0, -1, 0, 0, 0, 0, 0, 0], [ 0, 0, 1, 0, 0, 0, 1, 0], [ -1, -1, 0, -1, -1, 0, 0, 0], [ 0, -1, 0, 0, -1, 0, 0, 0], [ -1, -1, 1, -1, -1, 1, 1, 1], [ 0, 0, 0, 0, 0, 0, 1, 0], [ 0, 0, 1, 0, 0, 0, 1, 1]]",1,,,1-3*t+5*t^2-7*t^3+9*t^4-7*t^5+5*t^6-3*t^7+t^8
10_18,"[[ -1, -1, 0, 0], [ 0, -2, 0, 0], [ 0, -1, -1, 1], [ 0, 0, 0, 2]]",-4,,,4-14*t+19*t^2-14*t^3+4*t^4
10_19,"[[ -1, -1, 0, 0, -1, 0], [ 0, -1, 0, 0, 0, 0], [ 0, 0, 2, 0, 0, 0], [ -1, -1, 0, -1, -1, 0], [ 0, -1, 0, 0, -1, 0], [ -1, -1, -1, -1, -1, 1]]",2,,,2-7*t+11*t^2-11*t^3+11*t^4-7*t^5+2*t^6
10_20,"[[ 1, 0, 0, 0], [ 0, -1, 0, -1], [ -1, 1, -3, 1], [ 0, 0, 0, -1]]",-3,,,3-9*t+11*t^2-9*t^3+3*t^4
10_21,"[[ 1, 0, 0, 0, 0, 0], [ -1, -1, -1, 1, -1, -1], [ -1, 0, -1, 1, -1, 0], [ 1, 0, 0, -2, 1, 0], [ -1, 0, 0, 0, -1, 0], [ -1, 0, -1, 1, -1, -1]]",-2,,,2-7*t+9*t^2-9*t^3+9*t^4-7*t^5+2*t^6
10_22,"[[ 1, 0, 0, 0, 0, 0], [ 1, 1, 0, 1, 0, 0], [ 0, 0, -1, 0, 0, -1], [ 1, 0, 0, 1, 0, 0], [ 1, 1, -1, 1, -2, -1], [ 0, 0, 0, 0, 0, -1]]",-2,,,2-6*t+10*t^2-13*t^3+10*t^4-6*t^5+2*t^6
10_23,"[[ -1, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 1], [ 0, -1, 2, 0, 0, -1], [ -1, 0, 0, -1, 0, 0], [ -1, 1, -1, -1, 1, 1], [ 0, 0, 0, 0, 0, 1]]",2,,,2-7*t+13*t^2-15*t^3+13*t^4-7*t^5+2*t^6
10_24,"[[ 1, 0, 0, 0], [ 0, -1, 1, 0], [ 0, 0, -2, 0], [ 1, -1, 1, -2]]",-4,,,4-14*t+19*t^2-14*t^3+4*t^4
10_25,"[[ 1, 0, 0, 0, 0, 0], [ -1, -1, 1, 1, -1, 1], [ 1, 0, -2, -2, 1, -2], [ 1, 0, -1, -2, 1, -1], [ -1, 0, 0, 0, -1, 0], [ 1, 0, -1, -2, 1, -2]]",-2,,,2-8*t+14*t^2-17*t^3+14*t^4-8*t^5+2*t^6
10_26,"[[ 1, 0, 0, 0, 0, 0], [ 1, 1, 0, 0, 0, 1], [ -1, -1, -1, 1, -1, -1], [ 1, 1, 0, -2, 1, 1], [ -1, -1, 0, 0, -1, -1], [ 1, 0, 0, 0, 0, 1]]",-2,,,2-7*t+13*t^2-17*t^3+13*t^4-7*t^5+2*t^6
10_27,"[[ -1, 0, 0, 0, 0, 0], [ 0, 2, 1, 0, 0, 1], [ 0, 2, 2, 0, 0, 2], [ -1, 0, 0, -1, 0, 0], [ -1, -1, -1, -1, 1, -1], [ 0, 2, 1, 0, 0, 2]]",2,,,2-8*t+16*t^2-19*t^3+16*t^4-8*t^5+2*t^6
10_28,"[[ -1, 0, 0, 0], [ 0, 2, 0, 0], [ -1, 0, -1, 0], [ 1, 1, 1, 2]]",4,,,4-13*t+19*t^2-13*t^3+4*t^4
10_29,"[[ -1, 0, 0, 0, -1, 0], [ 0, -1, -1, 0, 0, 0], [ 0, 0, 1, 0, 0, 0], [ 0, -1, 0, 1, -1, 0], [ 0, 0, 0, 0, -1, 0], [ -1, 0, 0, 0, -1, -1]]",1,,,1-7*t+15*t^2-17*t^3+15*t^4-7*t^5+t^6
10_30,"[[ 1, 0, 0, 0], [ -1, -1, 0, 1], [ 0, 0, -2, 0], [ 1, 0, -1, -2]]",-4,,,4-17*t+25*t^2-17*t^3+4*t^4
10_31,"[[ -1, 0, -1, 0], [ 0, 2, 0, 0], [ 0, 0, -2, 0], [ 0, -1, 1, 1]]",4,,,4-14*t+21*t^2-14*t^3+4*t^4
10_32,"[[ -1, 0, 0, -1, 0, 0], [ 0, 1, 0, 0, 0, 0], [ 0, 1, 1, 0, 0, 1], [ 0, 0, 0, -2, 0, 0], [ 0, -1, -1, -1, -1, -1], [ 0, 1, 0, 0, 0, 1]]",-2,,,2-8*t+15*t^2-19*t^3+15*t^4-8*t^5+2*t^6
10_33,"[[ -2, 1, 0, 0], [ 0, -1, 0, 0], [ 0, 0, 2, 0], [ 1, -1, -1, 1]]",4,,,4-16*t+25*t^2-16*t^3+4*t^4
10_34,"[[ -1, 0, 0, 0], [ -1, -1, 0, 0], [ -1, -1, 3, 1], [ 0, 0, 0, 1]]",3,,,3-9*t+13*t^2-9*t^3+3*t^4
10_35,"[[ -1, -1, 0, 0], [ 0, 1, 0, 0], [ 0, 0, -1, 0], [ 1, 0, 1, 2]]",2,,,2-12*t+21*t^2-12*t^3+2*t^4
10_36,"[[ 1, 0, 0, 0], [ -1, -1, 0, -1], [ 0, 0, -1, 1], [ -1, 0, 0, -3]]",-3,,,3-13*t+19*t^2-13*t^3+3*t^4
10_37,"[[ -1, -1, 0, 0], [ 0, -2, 0, 0], [ 0, 0, 1, 0], [ 0, -1, -1, 2]]",4,,,4-13*t+19*t^2-13*t^3+4*t^4
10_38,"[[ -1, 0, -1, 0], [ 0, 1, 0, 0], [ 0, 0, -2, 0], [ 0, 1, 1, -2]]",-4,,,4-15*t+21*t^2-15*t^3+4*t^4
10_39,"[[ 1, 0, 0, 0, 0, 0], [ -1, -1, -1, 0, -1, 1], [ -1, 0, -1, 0, 0, 1], [ 0, 0, 0, -1, 0, -1], [ -1, 0, -1, 0, -1, 1], [ 1, 0, 0, 0, 0, -2]]",-2,,,2-8*t+13*t^2-15*t^3+13*t^4-8*t^5+2*t^6
10_40,"[[ -1, 0, 0, 0, 0, 0], [ -1, -1, 0, 0, 0, 0], [ -1, -1, 1, 1, -1, 0], [ 0, 0, 0, 1, 0, 0], [ 0, 0, 0, -1, 2, 1], [ 0, 0, 0, 0, 0, 1]]",2,,,2-8*t+17*t^2-21*t^3+17*t^4-8*t^5+2*t^6
